BARRIO,CLIENTE,MNT TRX,PORCENTAJE POR CLIENTE
Villa del Prado-El Guabito,-4.41E+17,55020693540,0.03
El Cedro,5.56E+18,54913690656,0.03
Ulpiano Lloreda,-2.62E+18,54702688980,0.03
Colseguros Andes,-8.89E+18,54699716310,0.03
El Cedro,8.03E+18,54668967958,0.03
San Vicente,-9.98E+17,54668863827,0.03
Versalles,-6.02E+18,54668735011,0.03
Versalles,9.10E+18,54668735011,0.03
San Vicente,6.78E+18,54668347624,0.03
San Vicente,-4.34E+18,54668347624,0.03
Prados del Norte,-9.11E+18,54624119418,0.03
Siete de Agosto,1.83E+17,54503676650,0.03
Unicentro Cali,-6.68E+18,54418688610,0.03
Colseguros Andes,-9.12E+17,54162967140,0.03
Ville Grande,-4.76E+18,53978856940,0.03
El Peñón,-2.96E+17,53965716541,0.03
Lili,8.59E+18,53806524920,0.03
Sucre,-1.18E+18,53806045800,0.03
Sucre,-7.26E+18,53806045800,0.03
La Merced,-4.77E+18,53806045750,0.03
Alto de los Chorros,5.55E+18,53725617020,0.03
Unicentro Cali,6.33E+18,53524393115,0.03
Alirio Mora Beltrán,2.15E+18,53512114640,0.03
Calimio Desepaz,2.76E+18,53019575420,0.03
Junin,-4.99E+17,53018064204,0.03
Junin,-6.66E+18,53017991439,0.03
Alameda,3.52E+18,52520099655,0.03
Colseguros Andes,-5.73E+17,52335847710,0.03
Municipal,-2.78E+18,52302644790,0.03
San Nicolás,-3.15E+18,52288970872,0.03
Siete de Agosto,9.22E+18,51916472160,0.03
Santa Anita,7.39E+18,51903883320,0.03
El Jardín,-5.79E+18,51845525560,0.03
Ville Grande,7.38E+18,51697112170,0.03
San Pedro,5.58E+18,51632699371,0.03
Los Guaduales,-1.16E+18,51592020935,0.03
Los Guaduales,-5.35E+18,51591711150,0.03
El Ingenio,-5.56E+18,51585632070,0.03
El Cedro,2.39E+18,51579159489,0.03
El Gran Limonar,-4.06E+18,51327371260,0.03
Urbanización San Juaquín,-4.26E+18,51256440670,0.03
Urbanización San Juaquín,8.65E+18,50905423840,0.03
Chapinero,1.50E+18,50856508450,0.03
La Independencia,5.69E+18,50678990420,0.03
José Manuel Marroquin I,-3.96E+18,50487824215,0.03
José Manuel Marroquin I,-2.51E+18,50486700200,0.03
Urbanización Militar,5.24E+17,50454823860,0.03
Calima,-6.10E+18,50454823820,0.03
Calima,4.51E+18,50454823820,0.03
Calima,-7.02E+18,50454823820,0.03
Urbanización San Juaquín,7.34E+18,50454823770,0.03
Desepaz Invicali,5.52E+17,50290056990,0.03
Desepaz Invicali,2.76E+18,50225575300,0.03
Guayaquil,4.87E+17,50164372368,0.03
Primero de Mayo,-5.82E+18,50137116135,0.03
Laureano Gómez,7.94E+18,50050566620,0.03
Primero de Mayo,4.78E+18,50033768835,0.03
Colseguros Andes,-5.85E+17,50010627475,0.03
San Luis II,-3.69E+18,50009035320,0.03
San Luis II,4.36E+18,50009035320,0.03
Ville Grande,-7.83E+18,49851062725,0.03
El Sena,-2.30E+18,49831110830,0.03
La Rivera,5.38E+18,49797589017,0.03
San Nicolás,-9.82E+17,49778920813,0.03
La Rivera,-7.74E+18,49735665914,0.03
El Sena,5.47E+18,49698822990,0.03
El Sena,7.72E+18,49698749390,0.03
El Sena,-6.93E+18,49698749390,0.03
Chapinero,-2.81E+18,49698732250,0.03
Chapinero,5.42E+18,49698667130,0.03
Primero de Mayo,7.81E+18,49679123930,0.03
Laureano Gómez,2.75E+18,49504995900,0.03
Laureano Gómez,-3.17E+18,49504995900,0.03
Laureano Gómez,-7.75E+18,49504995900,0.03
Laureano Gómez,-7.76E+18,49504995900,0.03
Calima,2.67E+18,49157461820,0.03
Calima,-1.23E+18,49015196820,0.03
La Flora,-8.51E+18,48815492640,0.03
San Vicente,6.51E+18,48791285736,0.03
Villa Colombia,2.02E+18,48748803135,0.03
Julio Rincón,3.46E+18,48747699970,0.03
Granada,5.23E+18,48715623180,0.03
Colseguros Andes,6.39E+17,48712213920,0.03
Meléndez,-2.30E+18,48681606720,0.03
Unicentro Cali,8.59E+18,48680888645,0.03
El Cedro,5.44E+17,48594790448,0.03
San Vicente,7.06E+18,48594603272,0.03
Versalles,-6.93E+18,48594431116,0.03
Versalles,-7.98E+18,48594431116,0.03
Versalles,7.67E+18,48594431116,0.03
Versalles,6.33E+18,48594431116,0.03
San Vicente,-2.70E+17,48594086772,0.03
Lili,4.07E+18,48580240835,0.03
Prados del Norte,-4.59E+18,48554486376,0.03
Brisas de los Álamos,1.49E+18,48550780180,0.03
San Pedro,-6.94E+18,48479608150,0.03
Lili,8.07E+18,48477158105,0.03
La Merced,2.58E+18,48425441180,0.03
Siete de Agosto,6.88E+18,48368350590,0.03
Paseo del Comercio,-6.52E+18,48255283384,0.03
El Jardín,-5.39E+18,48211418170,0.03
Calimio Desepaz,7.49E+18,48177141575,0.03
Colseguros Andes,-4.83E+18,48144914655,0.03
Urbanización Río Lili,-7.76E+18,47935655955,0.03
Aranjuez,-6.68E+18,47823109280,0.03
El Calvario,2.73E+18,47741018180,0.03
Ciudadela Floralia,5.66E+18,47693107850,0.03
El Guabal,3.05E+18,47649535610,0.03
Los Parques,-1.79E+18,47593318960,0.03
San Nicolás,-6.40E+18,47590960494,0.03
Primavera,3.16E+18,47435603730,0.03
Santa Rosa,-2.70E+18,47384074188,0.03
Cristobal Colón,-4.21E+18,47235561290,0.03
Colseguros Andes,6.37E+18,47213100480,0.03
Calima,-1.54E+17,46666623970,0.03
Calima,-5.56E+18,46666623970,0.03
Calima,5.97E+18,46666623970,0.03
Unicentro Cali,8.98E+18,46644568005,0.03
Nueva Floresta del Ict,6.47E+18,46635067138,0.03
Alameda,-6.16E+18,46593340220,0.03
3 de Julio,-1.22E+18,46564707760,0.03
El Sena,-2.62E+18,46443669575,0.03
El Jardín,-3.35E+18,46337101495,0.03
Alfonso López I,-9.13E+17,46179515620,0.03
Chapinero,4.51E+18,46058837795,0.03
Alto de los Chorros,-5.40E+18,46050528870,0.03
San Vicente,7.18E+18,45872358472,0.03
Alirio Mora Beltrán,-6.32E+18,45867526830,0.03
Porvenir,5.45E+18,45851100670,0.03
Desepaz Invicali,-6.15E+18,45847834670,0.03
El Poblado,8.76E+18,45845577900,0.03
San Fernando Viejo,3.17E+18,45845459627,0.03
Alto Jordán,-1.60E+18,45829508940,0.03
Calima,6.33E+18,45757678130,0.03
El Jardín,-4.70E+18,45710505890,0.03
Porvenir,-4.64E+17,45681460515,0.03
La Base,2.24E+18,45603863100,0.03
Versalles,5.79E+18,45603786195,0.03
Ciudad Córdoba,6.39E+18,45603748620,0.03
Flora Industrial,4.02E+18,45603686430,0.03
Pasoancho,-7.64E+18,45593074230,0.03
San Fernando Viejo,5.81E+18,45563494642,0.03
Centenario,4.25E+18,45516641835,0.03
Centenario,-7.84E+18,45516522420,0.03
Ciudad Capri,7.48E+18,45204030476,0.03
Desepaz Invicali,-1.36E+18,45203017770,0.03
San Pedro,-7.76E+18,45118178391,0.03
San Vicente,-4.10E+18,44997595099,0.03
San Pedro,8.76E+18,44977886773,0.03
Urbanización Militar,2.33E+18,44920560870,0.03
José Manuel Marroquin I,3.79E+18,44876725680,0.03
Ciudad Córdoba,-8.77E+18,44876449520,0.03
Urbanización San Juaquín,8.06E+18,44849002350,0.03
Urbanización Militar,-6.35E+18,44848759830,0.03
Calima,-3.11E+18,44848732280,0.03
Calima,-8.44E+18,44848732280,0.03
Calima,7.64E+18,44848732280,0.03
Calima,-1.19E+18,44848732280,0.03
Calima,5.03E+17,44848732280,0.03
Calima,6.61E+18,44848732280,0.03
Calima,3.91E+18,44848732280,0.03
Calima,-8.86E+18,44848732280,0.03
Calima,-4.27E+18,44848732280,0.03
Calima,-3.34E+18,44848732280,0.03
San Fernando Viejo,9.19E+18,44819493862,0.03
Mayapan-Las Vegas,3.61E+18,44781829675,0.03
Urbanización La Flora,-4.72E+18,44764713670,0.03
San Pedro,2.58E+18,44739928651,0.03
San Fernando Viejo,-7.24E+18,44624916776,0.03
Bolivariano,4.15E+18,44609632575,0.03
Caney,8.92E+18,44594861375,0.03
San Luis II,-1.36E+18,44452475840,0.03
San Luis II,7.38E+18,44452475840,0.03
San Luis II,-9.10E+18,44452475840,0.03
San Nicolás,1.57E+18,44389980712,0.03
El Sena,6.36E+18,44373328470,0.03
Bolivariano,-2.91E+18,44316583475,0.03
Chapinero,-7.00E+18,44237314990,0.03
El Jardín,-1.08E+18,44215483985,0.03
Unidad Residencial Santiago de Cali,-6.51E+18,44177160450,0.03
Unidad Residencial Santiago de Cali,-6.94E+18,44177039430,0.03
Unidad Residencial Santiago de Cali,-6.50E+18,44176995870,0.03
Unidad Residencial Santiago de Cali,2.31E+18,44176986130,0.03
Bolivariano,5.48E+18,44176943680,0.03
Unicentro Cali,-6.94E+18,44176842520,0.03
Unicentro Cali,-5.77E+18,44176842520,0.03
El Sena,4.34E+18,44176802495,0.03
Chapinero,6.33E+18,44176593000,0.03
Chapinero,-4.70E+18,44176593000,0.03
El Cedro,1.31E+18,44138306636,0.03
Ville Grande,7.40E+18,44123700595,0.03
Los Parques,-3.59E+18,44096861300,0.03
Laureano Gómez,-5.84E+18,44004440800,0.03
Lili,-2.66E+18,43789211605,0.03
Lili,-4.30E+18,43645165950,0.03
Municipal,1.78E+18,43585537330,0.03
Municipal,-1.06E+18,43585537330,0.03
San Pedro,-8.22E+18,43561663332,0.03
San Nicolás,7.34E+18,43511005450,0.03
Lili,1.68E+18,43302872050,0.03
Lili,5.56E+18,43292179750,0.03
El Gran Limonar,-8.42E+18,43272978375,0.03
La Rivera,1.47E+18,43193611384,0.03
Nueva Floresta del Ict,-1.24E+18,43172750698,0.03
Nueva Floresta del Ict,5.75E+17,43172750698,0.03
Nueva Floresta del Ict,6.19E+18,43172750698,0.03
La Merced,4.72E+18,43108555745,0.03
Alameda,-8.39E+17,43062487830,0.03
Lili,2.86E+18,43044898750,0.03
Lili,6.20E+17,43044864565,0.03
Lili,7.82E+18,43044847920,0.03
Sucre,-5.52E+18,43044836640,0.03
Sucre,4.74E+18,43044836640,0.03
Sucre,-3.62E+18,43044836640,0.03
Sucre,4.67E+18,43044836640,0.03
Sucre,7.58E+18,43044836640,0.03
Sucre,-8.49E+18,43044836640,0.03
La Paz,-6.86E+18,42745935675,0.03
El Gran Limonar,2.69E+18,42713272261,0.03
San Vicente,8.80E+18,42650263579,0.03
Versalles,3.38E+18,42585810322,0.03
El Gran Limonar,-2.98E+18,42520316179,0.03
El Gran Limonar,4.17E+18,42520308369,0.03
San Vicente,4.99E+18,42520210964,0.03
San Vicente,-9.80E+17,42520210964,0.03
Versalles,-6.94E+18,42520127232,0.03
Versalles,-6.13E+17,42520127232,0.03
San Vicente,9.16E+18,42519825931,0.03
El Calvario,-7.76E+18,42436460600,0.03
Junin,8.29E+18,42414987923,0.03
Junin,-5.90E+18,42414571381,0.03
Colseguros Andes,7.42E+17,42309638665,0.03
Paseo del Comercio,-3.57E+18,42223372961,0.03
Paseo del Comercio,2.67E+18,42223372961,0.03
Colseguros Andes,-3.78E+18,42126752220,0.03
Ville Grande,3.55E+18,42109490030,0.03
El Jardín,-3.43E+17,41832413045,0.03
Los Guaduales,6.23E+18,41626495590,0.03
San Vicente,-6.94E+18,41598008447,0.03
El Sena,2.97E+18,41483050420,0.03
San Nicolás,-3.82E+18,41430820046,0.03
San Nicolás,-3.70E+18,41430655343,0.03
El Calvario,2.78E+18,41406543720,0.03
El Gran Limonar,-7.67E+18,41406442825,0.03
Puerta del Sol,8.99E+18,41345483080,0.03
Puerta del Sol,-3.15E+18,41345483080,0.03
San Nicolás,-4.20E+18,41153165955,0.03
José M. Córdoba,2.58E+18,40999053110,0.03
Buenos Aires,7.37E+18,40780434145,0.03
Flora Industrial,4.27E+18,40654713300,0.03
La Independencia,-5.98E+18,40639330400,0.03
Ville Grande,3.55E+18,40634995950,0.03
Chipichape,3.25E+18,40632058830,0.03
Quintas de Don Simón,-2.67E+18,40621781995,0.03
El Ángel del Hogar,-8.97E+18,40568009100,0.03
El Ángel del Hogar,-6.08E+18,40568009100,0.03
El Ángel del Hogar,3.27E+18,40568009100,0.03
Los Guayacanes,3.12E+18,40568007950,0.03
Mariano Ramos,1.98E+18,40568006230,0.03
Mariano Ramos,8.56E+18,40568006230,0.03
Meléndez,1.31E+18,40568005600,0.03
Meléndez,-5.78E+18,40568005600,0.03
Primero de Mayo,-5.56E+18,40568005130,0.03
Primero de Mayo,3.79E+18,40568005130,0.03
El Sena,-9.28E+17,40568003850,0.03
Promociones Populares,-2.68E+17,40554530880,0.03
Villa del Prado-El Guabito,1.50E+18,40536711880,0.03
Ciudad Córdoba,2.31E+18,40536687260,0.03
Flora Industrial,-6.94E+18,40536610160,0.03
San Nicolás,-4.00E+18,40405069221,0.03
El Jordán,-4.27E+18,40344990550,0.03
Parcelaciones Pance,-5.31E+18,40137965750,0.03
Alfonso López I,1.66E+18,39756568740,0.02
Ville Grande,5.80E+18,39654823945,0.02
Alfonso López I,6.33E+18,39653553960,0.02
Ciudad 2000,1.79E+18,39582441930,0.02
Urbanización San Juaquín,9.02E+17,39372425655,0.02
Urbanización Militar,3.69E+18,39242807515,0.02
Urbanización San Juaquín,-3.11E+18,39242687315,0.02
Urbanización Militar,6.39E+18,39242665900,0.02
Urbanización Militar,7.75E+18,39242648860,0.02
Urbanización Militar,7.90E+18,39242640780,0.02
Calima,1.80E+18,39242640750,0.02
Calima,2.18E+18,39242640750,0.02
Calima,-3.61E+17,39242640750,0.02
Calima,2.44E+18,39242640750,0.02
Calima,7.40E+18,39242640750,0.02
Urbanización San Juaquín,4.41E+18,39242640710,0.02
El Jardín,2.06E+17,39237421835,0.02
Guayaquil,-7.51E+18,39230825766,0.02
Unicentro Cali,-4.26E+18,39209982940,0.02
San Vicente,3.44E+18,39200853714,0.02
Granada,7.48E+18,39175756340,0.02
Urbanización La Flora,8.52E+18,39093422115,0.02
Urbanización La Flora,-6.56E+18,39016753353,0.02
Bolivariano,5.51E+18,38964023895,0.02
San Nicolás,-7.26E+18,38961932526,0.02
San Luis II,-2.06E+18,38895916360,0.02
San Luis II,2.16E+18,38895916360,0.02
Chapinero,-3.47E+18,38849452655,0.02
Unidad Residencial Santiago de Cali,7.08E+18,38831967280,0.02
Chapinero,-3.80E+17,38707956225,0.02
Unidad Residencial Santiago de Cali,-8.59E+18,38655867525,0.02
Unidad Residencial Santiago de Cali,9.02E+17,38655039335,0.02
Unidad Residencial Santiago de Cali,-1.44E+18,38654979060,0.02
El Sena,-1.63E+18,38654963265,0.02
Unidad Residencial Santiago de Cali,-2.00E+17,38654904275,0.02
Unidad Residencial Santiago de Cali,-5.69E+18,38654843235,0.02
Unicentro Cali,8.82E+18,38654772745,0.02
El Sena,8.76E+18,38654758425,0.02
El Sena,7.01E+18,38654720520,0.02
El Sena,-1.40E+18,38654594050,0.02
El Sena,3.27E+18,38654582860,0.02
El Sena,-1.42E+18,38654582860,0.02
Chapinero,-5.67E+18,38654551440,0.02
Chapinero,-1.34E+18,38654521955,0.02
Barrio Obrero,1.92E+18,38616434700,0.02
Barrio Obrero,-2.68E+17,38616434700,0.02
Canaveralejo-Seguros Patria,-1.21E+18,38584079006,0.02
Canaveralejo-Seguros Patria,-5.79E+18,38584079006,0.02
Siete de Agosto,5.21E+17,38504490940,0.02
Siete de Agosto,-6.10E+18,38504490940,0.02
Urbanización San Juaquín,2.93E+18,38248395060,0.02
Chapinero,-6.94E+18,38199527920,0.02
Lili,8.68E+18,38108324060,0.02
Santa Anita,-1.96E+17,37982283700,0.02
Primavera,-1.97E+18,37948482980,0.02
Lili,1.90E+18,37890307995,0.02
Siete de Agosto,5.66E+17,37876537445,0.02
Colseguros Andes,-1.44E+18,37770480380,0.02
Lili,-4.15E+18,37767489565,0.02
Canaverales Los Samanes,-5.34E+18,37753663060,0.02
Departamental,3.70E+18,37719877720,0.02
Siete de Agosto,4.23E+18,37714052250,0.02
Lili,-4.67E+18,37664426690,0.02
Lili,-9.05E+18,37664369005,0.02
Lili,3.57E+18,37664343590,0.02
Lili,-8.68E+18,37664266545,0.02
Sucre,7.88E+18,37664232060,0.02
Sucre,5.67E+18,37664232060,0.02
La Merced,7.16E+18,37664232030,0.02
La Merced,2.08E+18,37664232030,0.02
La Merced,4.90E+18,37664232030,0.02
La Merced,6.61E+18,37664232030,0.02
Siete de Agosto,3.27E+18,37607958960,0.02
Paseo del Comercio,6.33E+18,37443360317,0.02
Nueva Floresta del Ict,6.52E+18,37380602094,0.02
Mayapan-Las Vegas,-7.92E+18,37288371302,0.02
El Sena,4.95E+18,37269556810,0.02
La Alianza,-1.12E+18,37217484510,0.02
San Nicolás,7.80E+18,37204098448,0.02
La Libertad,-4.64E+18,36962469600,0.02
El Guabal,3.79E+18,36737895070,0.02
La Merced,3.79E+18,36626647245,0.02
Industrial,-1.49E+18,36610632102,0.02
San Vicente,8.62E+18,36605953109,0.02
Pasoancho,6.21E+18,36474459380,0.02
Ulpiano Lloreda,-1.38E+18,36468459320,0.02
Ulpiano Lloreda,7.04E+18,36468459320,0.02
Ulpiano Lloreda,-7.10E+18,36468459320,0.02
El Cedro,3.79E+18,36446064408,0.02
San Vicente,3.70E+18,36445921650,0.02
Versalles,-4.49E+18,36445823337,0.02
Versalles,8.62E+18,36445823337,0.02
Versalles,-5.57E+18,36445823337,0.02
Versalles,3.08E+18,36445823337,0.02
Versalles,2.06E+18,36445823337,0.02
Versalles,-4.70E+18,36445823337,0.02
Versalles,-9.11E+18,36445823337,0.02
Versalles,6.12E+18,36445823337,0.02
San Vicente,2.04E+17,36445565079,0.02
San Vicente,6.06E+17,36445565079,0.02
San Vicente,4.30E+18,36445565079,0.02
Prados del Norte,-6.57E+18,36416767074,0.02
Los Comuneros I,-3.05E+16,36289367480,0.02
Ciudad Córdoba,5.25E+18,36273995765,0.02
Colseguros Andes,4.51E+18,36220390380,0.02
Paseo del Comercio,4.97E+18,36191462538,0.02
Paseo del Comercio,5.58E+18,36191462538,0.02
El Jardín,3.79E+18,36190389810,0.02
Colseguros Andes,9.02E+18,36108820680,0.02
Colseguros Andes,7.08E+17,36108776700,0.02
Colseguros Andes,-6.45E+18,36108710730,0.02
Colseguros Andes,4.47E+18,36108644760,0.02
Colseguros Andes,7.96E+18,36108644760,0.02
Las Granjas,1.60E+18,35848450440,0.02
San Pedro,3.49E+18,35838998657,0.02
Promociones Populares,3.99E+18,35801858260,0.02
San Judas Tadeo II,6.32E+18,35778876285,0.02
Urbanización La Flora,5.20E+18,35700030405,0.02
Santa Mónica Residencial,-6.94E+18,35699974068,0.02
San Pedro,-7.68E+18,35699849466,0.02
San Fernando Viejo,-7.68E+18,35699848096,0.02
San Fernando Viejo,3.12E+18,35699847568,0.02
Urbanización La Flora,4.07E+17,35699838130,0.02
San Nicolás,1.17E+18,35659642898,0.02
San Nicolás,-4.33E+17,35579060726,0.02
Santa Rosa,-1.69E+18,35538055641,0.02
La Base,-5.78E+18,35469671300,0.02
Flora Industrial,-6.00E+18,35469533890,0.02
Flora Industrial,-1.74E+18,35469533890,0.02
Calima,-3.36E+18,35454440900,0.02
Calima,6.80E+18,35454440900,0.02
Calima,4.02E+18,35454440900,0.02
El Jardín,-7.12E+17,35245352560,0.02
El Jardín,6.33E+18,35245352560,0.02
Desepaz Invicali,-6.69E+18,35157902710,0.02
Desepaz Invicali,8.14E+18,35157902710,0.02
El Lido,-6.32E+18,35142888045,0.02
San Pedro,-3.39E+18,34966114150,0.02
San Nicolás,-4.10E+18,34937572659,0.02
La Ciudadela Confandi,-8.33E+18,34921260910,0.02
Municipal,3.79E+18,34868429860,0.02
San Nicolás,-4.83E+18,34808804360,0.02
San Nicolás,3.79E+18,34808804360,0.02
San Nicolás,-7.10E+18,34808804360,0.02
El Calvario,9.02E+18,34804266875,0.02
La Ciudadela Confandi,3.79E+18,34794465810,0.02
Urbanización Militar,-8.49E+17,34569096400,0.02
Calima,8.14E+18,34545495060,0.02
Nueva Floresta del Ict,5.06E+18,34538200554,0.02
San Pedro,-8.04E+18,34396344576,0.02
Los Guaduales,-8.19E+18,34394480650,0.02
Chapinero,-2.82E+18,34347467720,0.02
Colseguros Andes,-2.68E+17,34281525330,0.02
El Gran Limonar,2.06E+18,34218247503,0.02
Urbanización Militar,5.07E+18,34103944925,0.02
El Guabal,1.01E+18,34099899200,0.02
Urbanización Militar,-4.10E+18,34036729490,0.02
Bretana,-8.73E+18,34031235340,0.02
Calima,-3.57E+18,33929643805,0.02
Santa Mónica Residencial,-6.32E+18,33894355061,0.02
San Pedro,-7.74E+18,33762984728,0.02
San Nicolás,-6.94E+18,33743659059,0.02
La Paz,2.29E+18,33740312940,0.02
Urbanización Militar,-7.49E+18,33714323545,0.02
Calima,-2.40E+18,33707681710,0.02
Calima,-8.53E+18,33704617580,0.02
Urbanización San Juaquín,-8.05E+18,33693067225,0.02
José Manuel Marroquin I,-6.68E+18,33657544260,0.02
José Manuel Marroquin I,-6.32E+18,33657544260,0.02
Urbanización Militar,7.68E+18,33637036540,0.02
Urbanización San Juaquín,7.91E+17,33636837535,0.02
San Cristobal,2.58E+18,33636834880,0.02
Urbanización Militar,-7.64E+18,33636703850,0.02
Calima,8.48E+18,33636549210,0.02
Calima,-6.94E+18,33636549210,0.02
Calima,5.20E+18,33636549210,0.02
Calima,-4.85E+18,33636549210,0.02
Calima,-8.65E+18,33636549210,0.02
Calima,8.95E+18,33636549210,0.02
Calima,5.15E+18,33636549210,0.02
San Pedro,-3.62E+18,33628438569,0.02
El Calvario,-5.77E+16,33560298645,0.02
San Pedro,-2.68E+17,33548275233,0.02
San Pedro,7.74E+18,33548239890,0.02
Laureano Gómez,-5.28E+18,33469910780,0.02
San Pedro,2.12E+18,33388649696,0.02
Caney,-5.62E+18,33339515640,0.02
San Luis II,8.30E+18,33339356880,0.02
Bretana,-6.32E+18,33339356850,0.02
Bretana,-4.85E+18,33339356850,0.02
La Selva,6.75E+18,33213332740,0.02
Unidad Residencial Santiago de Cali,1.10E+18,33199973595,0.02
Bolivariano,-4.26E+18,33195898670,0.02
El Sena,5.62E+18,33194354780,0.02
Bolivariano,6.97E+17,33133556235,0.02
Unicentro Cali,-1.06E+18,33133143040,0.02
Bolivariano,-8.29E+18,33133053435,0.02
Unidad Residencial Santiago de Cali,-7.49E+18,33132883170,0.02
Unicentro Cali,-4.70E+18,33132811685,0.02
El Sena,6.47E+18,33132798485,0.02
Unicentro Cali,4.83E+18,33132774305,0.02
La Paz,7.72E+18,33132756660,0.02
Unidad Residencial Santiago de Cali,5.66E+18,33132725275,0.02
Unidad Residencial Santiago de Cali,5.12E+18,33132715240,0.02
Unidad Residencial Santiago de Cali,4.44E+18,33132707790,0.02
Bolivariano,2.60E+18,33132707760,0.02
Bolivariano,3.12E+18,33132707760,0.02
Unicentro Cali,1.26E+18,33132678090,0.02
Unicentro Cali,-7.74E+18,33132653380,0.02
Unicentro Cali,-3.46E+17,33132640180,0.02
El Sena,4.37E+18,33132636910,0.02
Unicentro Cali,5.39E+17,33132631890,0.02
Unicentro Cali,8.06E+18,33132631890,0.02
El Sena,-4.70E+18,33132590485,0.02
El Sena,3.94E+18,33132557470,0.02
El Sena,3.56E+18,33132499590,0.02
Chapinero,-3.25E+18,33132444750,0.02
Los Parques,1.55E+18,33131607030,0.02
Buenos Aires,7.93E+18,33081332185,0.02
Puerta del Sol,8.00E+18,33076386460,0.02
El Troncal,-5.31E+18,33072344140,0.02
Buenos Aires,6.85E+18,33040158500,0.02
Laureano Gómez,-1.19E+18,33003330600,0.02
Los Libertadores,8.41E+18,32985330420,0.02
Calimio Desepaz,7.16E+18,32965405805,0.02
Ville Grande,-5.73E+18,32870095270,0.02
José M. Córdoba,1.88E+18,32823554400,0.02
La Ciudadela Confandi,-2.58E+18,32773602230,0.02
El Calvario,5.66E+18,32770854620,0.02
Lili,-6.28E+18,32741262420,0.02
Buenos Aires,-8.20E+18,32668368940,0.02
Calimio Desepaz,-8.99E+17,32650361330,0.02
El Sena,4.91E+17,32649365585,0.02
San Pedro,-8.63E+18,32626374638,0.02
Los Guaduales,1.41E+18,32572535085,0.02
Los Guaduales,4.38E+18,32572496895,0.02
El Troncal,-4.90E+18,32565020520,0.02
La Flora,2.67E+18,32521347305,0.02
Lili,6.04E+18,32458582840,0.02
Unicentro Cali,-5.75E+18,32454915910,0.02
Buenos Aires,-6.94E+18,32454408220,0.02
El Ángel del Hogar,1.97E+18,32454407280,0.02
El Ángel del Hogar,5.52E+17,32454407280,0.02
Los Guayacanes,-6.94E+18,32454406360,0.02
Quintas de Don Simón,7.96E+18,32454378280,0.02
San Nicolás,-6.19E+18,32401971404,0.02
La Merced,-8.82E+17,32359072725,0.02
La Merced,-2.12E+18,32359072725,0.02
La Merced,-1.62E+18,32357847970,0.02
Lili,-5.62E+18,32283661355,0.02
Lili,4.06E+18,32283646935,0.02
Lili,1.81E+18,32283646935,0.02
Lili,-2.16E+18,32283637265,0.02
Sucre,1.45E+18,32283627480,0.02
Sucre,3.79E+18,32283627480,0.02
Sucre,2.58E+18,32283627480,0.02
La Merced,-1.53E+18,32283627450,0.02
La Merced,7.06E+18,32283627450,0.02
La Merced,-7.04E+18,32283627450,0.02
La Merced,-1.29E+18,32283627450,0.02
Siete de Agosto,7.74E+18,32235393390,0.02
Bretana,1.31E+18,32188900430,0.02
Unicentro Cali,1.05E+18,32114919970,0.02
Parcelaciones Pance,7.61E+18,32110372600,0.02
Santa Rosa,-6.25E+18,32081360344,0.02
Ciudad Córdoba,-9.05E+18,32072524275,0.02
Siete de Agosto,7.64E+18,31998371420,0.02
El Cedro,7.96E+18,31929783595,0.02
La Ciudadela Confandi,7.38E+18,31866487230,0.02
El Calvario,3.88E+18,31827345450,0.02
El Cedro,4.49E+18,31811083876,0.02
Junin,-6.73E+18,31810861154,0.02
El Cedro,-5.73E+17,31810849488,0.02
Junin,5.56E+18,31810798091,0.02
Junin,6.25E+18,31810792101,0.02
Junin,2.02E+18,31810792101,0.02
Ciudad Capri,-6.32E+18,31485701280,0.02
El Gran Limonar,-7.84E+18,31439282903,0.02
Ciudad Los Álamos,-6.32E+18,31307843600,0.02
